Typ cery,Wrażliwa,Główny problem,Poboczny problem,Wiek,Mycie,Serum na dzień,Krem na dzień,SPF,Serum na noc,Krem na noc,Punktowo,Maseczka,Peeling
Sucha,1,Widoczne naczynka,Szara cera,26,Bielenda Fresh Juice Nawilżający micelarny żel do mycia twarzy z bioaktywną wodą cytrusową,Q+A - Peptide - Facial Serum - Nawilżająco-Regenerujące Serum do Twarzy z Peptydami,CETAPHIL MD DERMOPROTEKTOR,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Mediheal NMF Aquaring Ampoule Mask EX,FACEBOOM Seboom peeling kwasowy wygładzający
Sucha,0,Widoczne naczynka,Szara cera,27,FLUFF Superfood nawilżająca emulsja do mycia twarzy,Revox Just Niacinamide 10%,Yves Rocher Riche Créme intensywny krem ??regenerujący,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Mediheal NMF Aquaring Ampoule Mask EX,FACEBOOM Seboom peeling kwasowy wygładzający
Sucha,0,Widoczne naczynka,Szara cera,28,FLUFF Superfood myjący mus do twarzy,Nacomi Next Level Serum Ceramidy 5%,Yves Rocher Riche Créme intensywny krem ??regenerujący,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,FACEBOOM Seboom peeling kwasowy wygładzający
Sucha,1,Widoczne naczynka,Szara cera,29,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Tołpa - Hydrativ - Hialuronowe Serum-Booster Nawilżające,Caudalie Vinosource-Hydra krem intensywnie nawilżający,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,FACEBOOM Seboom peeling kwasowy wygładzający
Sucha,1,Suche skórki,Szara cera,30,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Tołpa - Hydrativ - Hialuronowe Serum-Booster Nawilżające,Yves Rocher Riche Créme intensywny krem ??regenerujący,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",Tołpa Authentic Nawilżona Skóra,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,FACEBOOM Seboom peeling kwasowy wygładzający
Sucha,1,Suche skórki,Szara cera,31,Dermokosmetyk Avene Pianka oczyszczająca,Tołpa - Hydrativ - Hialuronowe Serum-Booster Nawilżające,Yves Rocher Riche Créme intensywny krem ??regenerujący,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",Tołpa Authentic Nawilżona Skóra,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,FACEBOOM Seboom peeling kwasowy wygładzający
Sucha,1,Suche skórki,Szara cera,32,FaceBoom Oczyszczająca pianka do mycia twarzy,Nacomi Next Level Serum Ceramidy 5%,Caudalie Vinosource-Hydra krem intensywnie nawilżający,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",Tołpa Authentic Nawilżona Skóra,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Normalna,1,Szara cera,Podrażnienie,33,Cosrx - Low pH Good Morning Gel Cleanser - Łagodny Żel do Mycia Twarzy,Q+A - Peptide - Facial Serum - Nawilżająco-Regenerujące Serum do Twarzy z Peptydami,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",BIELENDA Blue Matcha krem-żel,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,FACEBOOM Seboom peeling kwasowy wygładzający
Mieszana,1,Niedoskonałości,Podrażnienie,34,Cosrx - Low pH Good Morning Gel Cleanser - Łagodny Żel do Mycia Twarzy,Q+A - Peptide - Facial Serum - Nawilżająco-Regenerujące Serum do Twarzy z Peptydami,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",BIELENDA Blue Matcha krem-żel,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Sucha,1,Niedoskonałości,Podrażnienie,35,Cosrx - Low pH Good Morning Gel Cleanser - Łagodny Żel do Mycia Twarzy,Q+A - Peptide - Facial Serum - Nawilżająco-Regenerujące Serum do Twarzy z Peptydami,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",BIELENDA Blue Matcha krem-żel,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Mieszana,1,Niedoskonałości,Szara cera,36,Cosrx - Low pH Good Morning Gel Cleanser - Łagodny Żel do Mycia Twarzy,Q+A - Peptide - Facial Serum - Nawilżająco-Regenerujące Serum do Twarzy z Peptydami,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",BIELENDA Blue Matcha krem-żel,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Normalna,1,Niedoskonałości,Podrażnienie,37,Cosrx - Low pH Good Morning Gel Cleanser - Łagodny Żel do Mycia Twarzy,Q+A - Peptide - Facial Serum - Nawilżająco-Regenerujące Serum do Twarzy z Peptydami,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",BIELENDA Blue Matcha krem-żel,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Normalna,0,Niedoskonałości,Niedoskonałości,29,OnlyBio Kombucha Puszysta pianka do mycia twarzy,Q+A - Peptide - Facial Serum - Nawilżająco-Regenerujące Serum do Twarzy z Peptydami,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Garnier Ambre Solaire SPF 50,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",Bielenda Professional SupremeLab Sebio Derm Serum do Twarzy,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Normalna,0,Niedoskonałości,Niedoskonałości,29,ONLYBIO Face in Balance Pianka do twarzy adaptogenna enzymatyczna,Tołpa - Pre Age - Matujące Serum Normalizujące - 20ml,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Garnier Ambre Solaire SPF 51,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",HELLO BODY Coco Dream Regenerujące serum,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Normalna,0,Niedoskonałości,Brak,29,Tołpa Dermo Face Sebio normalizujący żel do mycia twarzy,Apis - Hyaluron 4D + Orchistem TM - Koncentrat Nawilżający,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF53,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",HELLO BODY Coco Dream Regenerujące serum,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Normalna,1,Niedoskonałości,Brak,29,La Roche Posay Effaclar żel oczyszczający,Hellobody - cararise ,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF54,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",HELLO BODY Coco Dream Regenerujące serum,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Tłusta,1,Niedoskonałości,Nadprodukcja sebum,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,Bielenda Professional SupremeLab Sebio Derm Serum do Twarzy,Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
Tłusta,1,Niedoskonałości,Nadprodukcja sebum,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,HELLO BODY Coco Dream Regenerujące serum,Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
Normalna,0,Nadprodukcja sebum,Brak,29,Tołpa Dermo Face Sebio normalizujący żel do mycia twarzy,Apis - Hyaluron 4D + Orchistem TM - Koncentrat Nawilżający,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF53,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",Bandi - Delicate Care - Kojący Krem Matujący,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Normalna,1,Nadprodukcja sebum,Brak,29,La Roche Posay Effaclar żel oczyszczający,Hellobody - cararise ,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF54,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",HelloBody Aloe Light nawilżający krem do twarzy,Cosrx - AC Collection Acne Patch - Gojące Plastry na Wypryski z Ekstraktem z Wąkroty Azjatyckiej,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Tłusta,1,Nadprodukcja sebum,Podrażnienie,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,Bielenda Professional SupremeLab Sebio Derm Serum do Twarzy,Bandi - Delicate Care - Kojący Krem Matujący,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
Tłusta,1,Nadprodukcja sebum,Podrażnienie,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,HELLO BODY Coco Dream Regenerujące serum,Hagi phases,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
Normalna,0,Nadprodukcja sebum,Brak,29,Tołpa Dermo Face Sebio normalizujący żel do mycia twarzy,Apis - Hyaluron 4D + Orchistem TM - Koncentrat Nawilżający,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF53,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",Bandi - Delicate Care - Kojący Krem Matujący,Pasta Cynkowa,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Normalna,1,Nadprodukcja sebum,Brak,29,La Roche Posay Effaclar żel oczyszczający,Hellobody - cararise ,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF54,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",HelloBody Aloe Light nawilżający krem do twarzy,Pasta Cynkowa,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Tłusta,1,Nadprodukcja sebum,Podrażnienie,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,Bielenda Professional SupremeLab Sebio Derm Serum do Twarzy,Bandi - Delicate Care - Kojący Krem Matujący,Maść Ichtiolowa,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
Tłusta,1,Nadprodukcja sebum,Podrażnienie,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,HELLO BODY Coco Dream Regenerujące serum,Hagi phases,Maść Ichtiolowa,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
Normalna,0,Niedoskonałości,Niedoskonałości,29,ONLYBIO Face in Balance Pianka do twarzy adaptogenna enzymatyczna,Tołpa - Pre Age - Matujące Serum Normalizujące - 20ml,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Garnier Ambre Solaire SPF 51,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",HELLO BODY Coco Dream Regenerujące serum,Sudocrem,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Normalna,0,Niedoskonałości,Brak,29,Tołpa Dermo Face Sebio normalizujący żel do mycia twarzy,Apis - Hyaluron 4D + Orchistem TM - Koncentrat Nawilżający,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF53,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",HELLO BODY Coco Dream Regenerujące serum,Sudocrem,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Normalna,1,Niedoskonałości,Brak,29,La Roche Posay Effaclar żel oczyszczający,Hellobody - cararise ,Cosrx - Balancium Comfort Ceramide Cream - Kojący Krem z Ceramidami,Revox Just Daily Sun Krem przeciwsłoneczny SPF54,"Geek & Gorgeous - A-Game 5 - Serum z Retinalem 0,05%",HELLO BODY Coco Dream Regenerujące serum,Pharmaceris T Sebo-Almond Peel krem z 10% kwasem migdałowym,Nacomi Next Lvl Kwas Salicylowy 2% + Nature Queen Glinka Zielona,FACEBOOM Seboom peeling kwasowy wygładzający
Tłusta,1,Niedoskonałości,Nadprodukcja sebum,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Revox Just Daily Sun Krem przeciwsłoneczny SPF50,Bielenda Professional SupremeLab Sebio Derm Serum do Twarzy,Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Pharmaceris T Sebo-Almond Peel krem z 10% kwasem migdałowym,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
Tłusta,0,Niedoskonałości,Nadprodukcja sebum,32,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Revox Just Daily Sun Krem przeciwsłoneczny SPF51,Bielenda Professional SupremeLab Sebio Derm Serum do Twarzy,Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Pharmaceris T Sebo-Almond Peel krem z 10% kwasem migdałowym,APIS Maska Ściągająco-Wygładzająca z Białą Glinką i Cynkiem,Miya myBEUTYpeeling Peeling Enzymatyczny
Tłusta,1,Niedoskonałości,Nadprodukcja sebum,33,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Revox Just Daily Sun Krem przeciwsłoneczny SPF52,Bielenda Professional SupremeLab Sebio Derm Serum do Twarzy,Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Pharmaceris T Sebo-Almond Peel krem z 10% kwasem migdałowym,Nacomi Next Lvl Kwas Salicylowy 2% + Nacomi Biała Glinka do Twarzy Kaolin,Miya myBEUTYpeeling Peeling Enzymatyczny
